,id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading, diving, handling, kicking, reflexes, speed, positioning
4154,178211, Robert Zwinkels,65, GK,186, Right,0, , , , , , , 62, 66, 65, 67, 47,68.0
4155,178213, Etienne Capoue,77, M,189, Right,0, 69, 52, 74, 68, 77, 70, , , , , ,
4156,178216, Savio Nsereko,65, A,176, Right,1, 89, 53, 49, 69, 44, 49, , , , , ,
4157,178217, Craig Lindfield,57, A,183, Right,0, 73, 54, 40, 54, 41, 58, , , , , ,
4158,178218, Stephen Darby,61, D,174, Right,0, 58, 36, 54, 59, 62, 70, , , , , ,
4159,178220, Arturo Ledesma,60, D,183, Right,0, 60, 38, 48, 51, 66, 58, , , , , ,
4160,178221, Michael Orozco,64, D,178, Right,0, 67, 37, 58, 52, 65, 67, , , , , ,
4161,178222, Edgar Mejía,67, M,175, Right,0, 68, 39, 63, 50, 69, 58, , , , , ,
4162,178224, Javier Hernández,82, A,175, Right,1, 92, 75, 61, 74, 50, 80, , , , , ,
4163,178233, Arnaud Sutchuin-Djoum,65, M,183, Right,0, 70, 64, 61, 67, 64, 57, , , , , ,
4164,178236, Nei,73, D,175, Right,1, 84, 63, 68, 72, 73, 69, , , , , ,
4165,178249, Jirès Kembo-Ekoko,69, A,178, Right,0, 79, 59, 62, 76, 46, 57, , , , , ,
4166,178251, Romain Danzé,73, D,184, Right,0, 77, 59, 71, 65, 72, 66, , , , , ,
4167,178255, Ryan Donk,71, D,192, Right,1, 78, 43, 64, 67, 73, 76, , , , , ,
4168,178264, Nenê,73, A,183, Right,1, 65, 73, 57, 69, 54, 79, , , , , ,
4169,178277, Fábio Bahia,67, M,170, Right,0, 72, 50, 58, 61, 67, 60, , , , , ,
4170,178283, Ruud Boffin,63, GK,186, Right,1, , , , , , , 62, 65, 66, 63, 56,61.0
4171,178287, Scott Arfield,64, M,178, Right,1, 71, 59, 60, 71, 62, 64, , , , , ,
4172,178289, Simon Pontdemé,60, GK,186, Right,0, , , , , , , 65, 64, 62, 62, 31,57.0
4173,178297, Canella,74, D,180, Left,1, 81, 58, 70, 71, 75, 66, , , , , ,
4174,178311, Eder,75, A,178, Left,0, 82, 71, 66, 78, 49, 58, , , , , ,
4175,178312, Davide Bassi,65, GK,190, Right,0, , , , , , , 65, 64, 60, 69, 48,66.0
4176,178315, Takayuki Morimoto,71, A,180, Right,1, 83, 67, 60, 68, 56, 67, , , , , ,
4177,178316, Grégory Bettiol,64, A,180, Right,1, 65, 65, 50, 58, 42, 69, , , , , ,
4178,178317, Marius Žaliukas,71, D,191, Right,1, 71, 40, 46, 56, 77, 66, , , , , ,
4179,178319, Wout Brama,74, M,176, Right,1, 67, 57, 72, 67, 73, 69, , , , , ,
4180,178322, Miguel Layún,65, D,180, Right,0, 71, 50, 62, 64, 64, 58, , , , , ,
4181,178323, Abdou Razack Traoré,75, A,170, Left,1, 89, 73, 66, 74, 59, 72, , , , , ,
4182,178363, Johny Placide,70, GK,181, Right,0, , , , , , , 71, 67, 66, 70, 53,72.0
4183,178365, Hassane Alla,67, M,180, Right,0, 71, 62, 65, 66, 55, 61, , , , , ,
4184,178367, Kévin Anin,75, M,189, Right,0, 69, 48, 74, 69, 78, 66, , , , , ,
4185,178372, Branislav Ivanović,83, D,188, Right,1, 69, 60, 62, 58, 83, 82, , , , , ,
4186,178379, Jordan Harvey,63, D,180, Left,0, 67, 45, 58, 59, 67, 61, , , , , ,
4187,178386, Cesare Gianf. Rickler Del Mare,65, D,196, Right,1, 53, 33, 43, 35, 71, 69, , , , , ,
4188,178389, Pietro Marino,64, GK,202, Right,1, , , , , , , 64, 62, 58, 65, 56,64.0
4189,178392, Eric Kronberg,58, GK,195, Left,0, , , , , , , 61, 58, 59, 60, 47,61.0
4190,178393, Alessio Cerci,78, A,180, Left,0, 83, 70, 77, 82, 58, 59, , , , , ,
4191,178412, Pavón,65, D,187, Right,0, 58, 45, 53, 48, 67, 62, , , , , ,
4192,178414, Kees Luijckx,67, D,190, Right,0, 60, 68, 68, 64, 72, 61, , , , , ,
4193,178415, Ruud Vormer,74, M,178, Right,1, 65, 60, 74, 62, 74, 59, , , , , ,
4194,178416, Jeremain Lens,78, A,178, Right,1, 88, 75, 63, 82, 52, 64, , , , , ,
4195,178417, Charlie Mulgrew,70, D,191, Left,0, 72, 59, 72, 50, 72, 65, , , , , ,
4196,178418, Federico Peluso,70, D,186, Left,0, 73, 51, 63, 45, 72, 74, , , , , ,
4197,178424, Antunes,67, D,175, Left,0, 73, 65, 66, 66, 66, 58, , , , , ,
4198,178425, Giuseppe Vives,69, M,180, Right,0, 66, 64, 69, 63, 68, 54, , , , , ,
4199,178430, Nicolas Frey,70, D,184, Right,0, 66, 48, 69, 58, 72, 73, , , , , ,
4200,178434, Antonio Narciso,71, GK,185, Right,1, , , , , , , 69, 68, 60, 76, 30,74.0
4201,178435, Flavio Lazzari,64, M,186, Right,0, 67, 61, 60, 63, 61, 65, , , , , ,
4202,178436, Massimiliano Marsili,57, M,174, Right,0, 69, 54, 61, 55, 56, 51, , , , , ,
4203,178448, Andrea Luci,66, M,172, Right,0, 76, 61, 64, 64, 65, 54, , , , , ,
4204,178451, Gianluca Musacci,63, M,176, Right,1, 75, 60, 65, 56, 58, 62, , , , , ,
4205,17846, Zach Thornton,59, GK,191, Right,1, , , , , , , 60, 58, 77, 55, 44,59.0
4206,178470, Luigi Vitale,70, D,178, Left,0, 69, 65, 72, 70, 69, 64, , , , , ,
4207,178485, Robert Olejnik,60, GK,183, Right,0, , , , , , , 61, 54, 44, 62, 33,63.0
4208,178487, Craig Gardner,75, M,178, Right,0, 73, 80, 74, 70, 74, 68, , , , , ,
4209,178490, Robert Acquafresca,75, A,184, Right,0, 75, 70, 56, 68, 51, 78, , , , , ,
4210,178502, Nicolas Farina,61, A,168, Right,0, 69, 62, 48, 68, 36, 62, , , , , ,
4211,178509, Olivier Giroud,76, A,192, Left,1, 63, 77, 64, 67, 60, 85, , , , , ,
4212,178510, Salvatore Burrai,64, M,177, Right,1, 67, 37, 67, 60, 63, 66, , , , , ,
4213,178511, Cristian Gilioli,61, M,177, Right,1, 80, 55, 49, 64, 49, 54, , , , , ,
4214,178513, Tommaso Bianchi,62, M,184, Right,0, 69, 49, 63, 60, 64, 65, , , , , ,
4215,178518, Radja Nainggolan,76, M,175, Right,0, 83, 66, 76, 77, 69, 61, , , , , ,
4216,178520, Antonio Piccolo,63, A,180, Left,1, 75, 60, 56, 60, 50, 60, , , , , ,
4217,178534, Giuseppe Caccavallo,54, A,179, Right,0, 71, 52, 34, 44, 43, 48, , , , , ,
4218,178535, Pablo Osvaldo,79, A,182, Right,0, 74, 74, 55, 73, 56, 79, , , , , ,
4219,178536, Davide Petrachi,65, GK,184, Right,0, , , , , , , 62, 64, 60, 70, 37,64.0
4220,178543, Paolo Ricchi,61, D,173, Right,1, 78, 44, 50, 53, 59, 62, , , , , ,
4221,178544, Cheikh Gueye,62, D,180, Right,1, 78, 27, 56, 28, 64, 61, , , , , ,
4222,178554, Timmi Johansen,63, D,180, Left,0, 72, 33, 58, 42, 65, 61, , , , , ,
4223,178556, Danny Holla,70, M,178, Right,0, 69, 72, 71, 64, 69, 67, , , , , ,
4224,178562, Éver Banega,79, M,174, Right,1, 66, 71, 82, 80, 70, 60, , , , , ,
4225,178567, Erik Pieters,74, D,186, Left,1, 72, 39, 66, 61, 76, 66, , , , , ,
4226,178571, Bracalli,77, GK,184, Right,0, , , , , , , 76, 78, 74, 78, 63,77.0
4227,178584, Alex Pearce,66, D,188, Right,0, 62, 30, 50, 35, 69, 70, , , , , ,
4228,178585, Simon Church,66, A,181, Right,0, 70, 61, 60, 65, 55, 59, , , , , ,
4229,178590, Tomasz Cywka,69, A,173, Right,0, 72, 65, 64, 73, 60, 60, , , , , ,
4230,178593, Keith Treacy,68, M,183, Left,0, 79, 67, 64, 68, 52, 61, , , , , ,
4231,178599, Arana,73, M,175, Right,1, 72, 75, 77, 72, 52, 52, , , , , ,
4232,178603, Mats Hummels,84, D,192, Right,1, 65, 59, 69, 62, 85, 79, , , , , ,
4233,178604, Boško Janković,76, M,183, Right,0, 75, 71, 76, 78, 60, 64, , , , , ,
4234,178616, Adrián González,71, M,183, Left,0, 71, 59, 70, 73, 54, 56, , , , , ,
4235,178625, Mosquera,66, M,183, Right,0, 66, 58, 68, 67, 57, 55, , , , , ,
4236,178626, Joe Thompson,58, A,183, Right,1, 79, 42, 52, 60, 31, 45, , , , , ,
4237,178627, Aaron Brown,55, D,196, Right,1, 66, 22, 34, 42, 66, 49, , , , , ,
4238,178628, Fernando Forestieri,68, A,172, Right,0, 77, 64, 58, 75, 44, 49, , , , , ,
4239,178679, Moustapha Bayal Sall,73, D,191, Right,1, 58, 58, 58, 56, 80, 73, , , , , ,
4240,178684, Nuno André Coelho,74, D,192, Right,1, 58, 53, 61, 51, 77, 74, , , , , ,
4241,178687, David Abwo,68, M,170, Right,1, 86, 63, 61, 73, 50, 60, , , , , ,
4242,178691, Jorge Fucile,77, D,178, Right,0, 74, 46, 73, 77, 75, 69, , , , , ,
4243,178703, David Destorme,67, M,187, Right,0, 61, 64, 63, 64, 63, 63, , , , , ,
4244,178713, Liam Trotter,68, M,188, Right,0, 66, 61, 68, 68, 67, 70, , , , , ,
4245,178742, Patrik Baumann,58, D,185, Right,0, 54, 49, 55, 50, 62, 70, , , , , ,
4246,178744, Ali-Azouz Mathlouthi,59, A,176, Right,1, 76, 52, 40, 60, 42, 52, , , , , ,
4247,178746, Miguel Torres,73, D,184, Right,0, 68, 42, 62, 60, 74, 68, , , , , ,
4248,178750, Sergio Asenjo,75, GK,189, Right,0, , , , , , , 82, 74, 68, 78, 50,69.0
4249,178764, Valeri Domovchiyski,68, A,180, Left,0, 70, 64, 53, 71, 50, 69, , , , , ,
4250,178767, Nikolay Mihaylov,79, GK,194, Right,0, , , , , , , 80, 77, 76, 84, 65,75.0
4251,17887, Pedro Mendes,78, M,177, Right,0, 67, 77, 79, 74, 74, 69, , , , , ,
4252,17899, Nuno Assis,77, M,168, Right,0, 76, 71, 76, 79, 56, 63, , , , , ,
4253,179059, Krzysztof Król,56, D,184, Left,0, 64, 47, 51, 47, 59, 59, , , , , ,
4254,179071, Brice Jovial,69, A,174, Right,0, 69, 66, 59, 68, 50, 66, , , , , ,
4255,17912, Dudu Aouate,77, GK,188, Right,0, , , , , , , 81, 72, 76, 85, 55,75.0
4256,179516, Rouwen Hennings,68, A,180, Left,0, 75, 70, 62, 66, 55, 63, , , , , ,
4257,179527, Loïc Rémy,82, A,184, Right,1, 91, 76, 69, 80, 55, 80, , , , , ,
4258,179528, Xavi Torres,74, M,184, Right,0, 60, 59, 66, 64, 74, 60, , , , , ,
4259,179536, Tijan Jaiteh,56, M,188, Right,0, 64, 52, 52, 61, 58, 60, , , , , ,
4260,179537, Harmeet Singh,73, M,180, Right,0, 73, 64, 67, 72, 73, 71, , , , , ,
4261,17954, Kevin Hartman,69, GK,185, Right,0, , , , , , , 74, 68, 68, 69, 54,68.0
4262,179540, Salim Kerkar,61, A,180, Right,0, 72, 49, 52, 65, 37, 50, , , , , ,
4263,179544, Youssouf Mulumbu,74, M,177, Right,0, 73, 58, 68, 69, 75, 68, , , , , ,
4264,179546, Marko Marin,80, M,170, Right,1, 82, 70, 73, 87, 36, 46, , , , , ,
4265,179547, Vito Mannone,70, GK,194, Right,0, , , , , , , 70, 71, 63, 71, 50,66.0
4266,179549, Stefan Maierhofer,69, A,202, Right,1, 42, 67, 43, 56, 63, 64, , , , , ,
4267,179560, Miralem Sulejmani,77, A,176, Left,1, 89, 75, 59, 80, 51, 59, , , , , ,
4268,179561, Elliot Omozusi,62, D,180, Right,0, 73, 25, 55, 60, 67, 63, , , , , ,
4269,179563, Saidi Ntibazonkiza,68, A,170, Right,1, 92, 61, 51, 72, 47, 62, , , , , ,
4270,179565, Mario Gavranovic,69, A,175, Right,0, 71, 62, 55, 75, 54, 63, , , , , ,
4271,179569, Radosław Majewski,71, M,170, Right,1, 71, 70, 69, 74, 50, 58, , , , , ,
4272,179574, Gary Hooper,76, A,175, Right,0, 81, 71, 62, 76, 51, 79, , , , , ,
4273,179586, Cédric Mongongu,74, D,188, Right,1, 66, 32, 65, 48, 76, 76, , , , , ,
4274,179589, Didier Ya Konan,79, A,174, Right,0, 83, 75, 63, 83, 52, 71, , , , , ,
4275,179591, Pablo Hernández,81, A,173, Right,1, 85, 77, 74, 84, 57, 60, , , , , ,
4276,179592, George Boyd,70, M,186, Left,0, 74, 65, 60, 72, 48, 43, , , , , ,
4277,179596, Peter Winn,54, A,178, Left,1, 88, 45, 45, 54, 36, 49, , , , , ,
4278,179600, Hamdi Salihi,71, A,185, Right,1, 68, 69, 48, 67, 52, 77, , , , , ,
4279,179602, Stephen Maher,57, M,180, Right,0, 61, 51, 58, 50, 55, 56, , , , , ,
4280,179605, Adel Taarabt,78, M,180, Right,1, 81, 76, 69, 87, 51, 57, , , , , ,
4281,179609, Julian Esteban,59, A,174, Right,0, 66, 59, 61, 62, 54, 59, , , , , ,
4282,179612, Kévin Olimpa,64, GK,186, Right,1, , , , , , , 68, 65, 66, 64, 29,68.0
4283,179613, Bakary Sako,72, M,183, Left,1, 85, 71, 73, 74, 58, 61, , , , , ,
4284,179620, Jacob Lensky,70, M,183, Left,0, 75, 48, 71, 65, 71, 66, , , , , ,
4285,179624, Marcos Camozzato,68, D,177, Right,0, 74, 62, 73, 72, 64, 63, , , , , ,
4286,179627, Moses Adams,63, M,183, Right,0, 68, 57, 63, 66, 48, 62, , , , , ,
4287,179636, David Worrall,59, M,183, Right,1, 78, 37, 54, 64, 36, 45, , , , , ,
4288,17964, Martin Petrov,76, M,180, Left,0, 69, 78, 78, 77, 50, 49, , , , , ,
4289,179641, Chris Holroyd,60, A,180, Right,1, 76, 54, 36, 59, 49, 63, , , , , ,
4290,179643, Adigun Taofeek Salami,65, M,172, Right,0, 69, 52, 59, 62, 64, 63, , , , , ,
4291,179645, Simon Kjær,76, D,189, Right,0, 66, 47, 66, 58, 77, 75, , , , , ,
4292,179647, Henrik Bødker,61, M,180, Right,1, 62, 45, 67, 50, 53, 49, , , , , ,
4293,179652, Robbie Rogers,67, M,178, Right,1, 82, 66, 62, 68, 57, 58, , , , , ,
4294,179660, Chris Humphrey,69, A,180, Right,1, 92, 51, 57, 67, 45, 52, , , , , ,
4295,179663, Tommy Rowe,63, M,180, Left,0, 70, 50, 61, 65, 55, 61, , , , , ,
4296,179665, Anthony Pilkington,66, M,183, Right,0, 73, 64, 59, 71, 53, 58, , , , , ,
4297,179666, Thorbjørn Holst Rasmussen,61, D,187, Right,0, 62, 37, 46, 32, 67, 57, , , , , ,
4298,179668, Edgar Gerardo Lugo,68, M,182, Right,0, 78, 63, 64, 70, 54, 57, , , , , ,
4299,179680, Shwan Jalal,63, GK,188, Left,1, , , , , , , 72, 58, 51, 71, 48,55.0
4300,179685, Chris Seitz,62, GK,193, Right,1, , , , , , , 66, 58, 67, 64, 64,60.0
4301,179686, Maurice Edu,66, M,183, Right,0, 79, 61, 64, 67, 67, 78, , , , , ,
4302,179687, José Joaquín Martínez,66, M,179, Right,0, 78, 59, 62, 67, 62, 55, , , , , ,
4303,179692, Charlie Davies,68, A,178, Right,0, 78, 67, 52, 69, 53, 66, , , , , ,
4304,179695, Rinaldo Cruzado,71, M,180, Right,0, 66, 57, 68, 67, 72, 65, , , , , ,
4305,179696, Emiliano Insua,74, D,179, Left,1, 71, 49, 67, 64, 76, 69, , , , , ,
4306,179698, Leandro Grimi,70, D,182, Left,0, 65, 60, 69, 69, 69, 70, , , , , ,
4307,179703, Michael Harrington,64, D,183, Left,0, 74, 57, 56, 56, 65, 64, , , , , ,
4308,179704, Wells Thompson,65, M,178, Right,0, 73, 57, 62, 65, 52, 43, , , , , ,
4309,179712, Zoltán Stieber,72, M,176, Left,1, 83, 69, 66, 75, 45, 60, , , , , ,
4310,179714, Dane Richards,68, M,170, Right,1, 93, 66, 58, 72, 48, 52, , , , , ,
4311,179728, Pavel Fort,66, A,188, Right,0, 59, 62, 51, 56, 54, 67, , , , , ,
4312,179731, David Cabrera,69, M,178, Left,0, 72, 55, 65, 63, 67, 56, , , , , ,
4313,179741, Emerson,69, D,185, Left,0, 73, 53, 66, 60, 73, 71, , , , , ,
4314,179745, Danny Hollands,64, M,180, Right,1, 64, 55, 65, 56, 61, 62, , , , , ,
4315,179746, Sam Vokes,68, A,188, Right,0, 66, 62, 54, 65, 57, 77, , , , , ,
4316,179751, Joaquin Larrivey,73, A,185, Right,1, 60, 69, 48, 64, 57, 79, , , , , ,
4317,179752, Óscar Cardozo,81, A,192, Left,1, 42, 85, 71, 73, 63, 77, , , , , ,
4318,179757, Zoumana Bakayogo,62, D,183, Left,1, 85, 39, 60, 66, 66, 58, , , , , ,
4319,179767, Chris Dunn,56, GK,193, Right,0, , , , , , , 63, 59, 30, 67, 56,41.0
4320,179768, Charles Kaboré,76, M,181, Right,0, 75, 58, 76, 64, 77, 76, , , , , ,
4321,179771, Mike Banner,63, M,175, Left,1, 82, 51, 54, 67, 53, 48, , , , , ,
4322,179778, Brad Evans,64, M,185, Right,1, 77, 65, 60, 63, 64, 70, , , , , ,
4323,179782, Omar Cummings,71, A,178, Right,1, 87, 68, 62, 70, 53, 66, , , , , ,
4324,179783, Ralf Fährmann,74, GK,194, Right,1, , , , , , , 78, 70, 72, 79, 51,69.0
4325,179784, Benedikt Höwedes,80, D,187, Right,1, 71, 32, 62, 53, 80, 80, , , , , ,
4326,179787, Nick LaBrocca,68, M,178, Right,0, 69, 64, 67, 67, 62, 62, , , , , ,
4327,179795, Gabriel Ferrari,62, A,188, Right,0, 69, 59, 50, 64, 51, 66, , , , , ,
4328,179800, Arturo Paganoni,66, D,170, Right,0, 78, 55, 61, 68, 60, 62, , , , , ,
4329,179802, Xavier Baez,68, M,170, Right,0, 76, 58, 68, 66, 66, 62, , , , , ,
4330,179811, Brecht Capon,65, M,180, Right,0, 75, 61, 60, 65, 61, 61, , , , , ,
4331,179813, Edinson Cavani,86, A,184, Right,1, 84, 83, 64, 76, 68, 86, , , , , ,
4332,179820, Luis Robles,64, GK,185, Right,1, , , , , , , 65, 64, 62, 66, 53,60.0
4333,179831, Craig Curran,59, A,175, Right,1, 75, 55, 47, 54, 47, 63, , , , , ,
4334,179839, Anthony Wallace,62, D,180, Left,1, 75, 47, 51, 58, 66, 70, , , , , ,
4335,179844, Diego Costa,76, A,186, Right,0, 79, 74, 55, 74, 58, 63, , , , , ,
4336,179846, Sami Khedira,81, M,189, Right,1, 64, 72, 73, 69, 82, 81, , , , , ,
4337,179847, Federico Fazio,78, D,195, Right,1, 52, 42, 59, 62, 83, 69, , , , , ,
4338,179855, Jermaine Beckford,76, A,188, Right,1, 92, 68, 51, 64, 56, 70, , , , , ,
4339,179856, David Perkins,63, M,168, Left,0, 68, 51, 54, 61, 66, 59, , , , , ,
4340,179860, Reuben Reid,62, A,183, Right,1, 81, 56, 53, 68, 48, 62, , , , , ,
4341,179861, Lubomír Michalík,64, D,193, Right,1, 49, 54, 47, 40, 69, 65, , , , , ,
4342,179862, Jordan Robertson,57, A,183, Right,0, 61, 52, 41, 53, 52, 68, , , , , ,
4343,179864, Gianluca Freddi,63, D,185, Right,0, 65, 26, 45, 44, 66, 68, , , , , ,
4344,179866, Jordy Brouwer,62, A,188, Right,0, 46, 60, 45, 58, 51, 64, , , , , ,
4345,179869, Gary Sawyer,63, D,183, Left,0, 55, 25, 60, 30, 62, 67, , , , , ,
4346,179875, Dame N'Doye,78, A,186, Right,0, 77, 76, 57, 76, 62, 79, , , , , ,
4347,179876, Paulão,73, D,186, Right,1, 61, 46, 49, 40, 76, 80, , , , , ,
4348,179891, Marcel Heller,67, A,174, Right,1, 86, 61, 56, 78, 44, 65, , , , , ,
4349,179898, José Shaffer,70, D,175, Left,0, 77, 56, 71, 71, 64, 65, , , , , ,
4350,179901, Lorenzo Davids,68, M,180, Left,0, 70, 61, 65, 68, 66, 70, , , , , ,
4351,179902, Cidimar,64, A,184, Right,1, 66, 63, 49, 64, 52, 70, , , , , ,
4352,179903, Oliver Bozanic,65, M,175, Left,0, 78, 63, 61, 66, 50, 54, , , , , ,
4353,179909, Anthony Annan,75, M,175, Right,0, 69, 52, 69, 69, 73, 68, , , , , ,
4354,179911, Robbie Findley,68, A,175, Right,1, 91, 64, 47, 69, 51, 62, , , , , ,
4355,179918, Bakary Soro,61, D,184, Right,0, 70, 42, 54, 56, 64, 63, , , , , ,
4356,179924, Simon Gillett,66, M,170, Right,0, 65, 56, 64, 67, 62, 58, , , , , ,
4357,179928, Danny Woodards,61, D,180, Right,1, 71, 31, 65, 47, 64, 54, , , , , ,
4358,179930, Szymon Pawłowski,66, M,176, Right,0, 77, 61, 62, 69, 46, 60, , , , , ,
4359,179931, Cédric Avinel,63, D,187, Right,0, 59, 46, 50, 37, 66, 73, , , , , ,
4360,179934, Tally Hall,65, GK,193, Right,0, , , , , , , 69, 64, 64, 73, 31,62.0
4361,179941, Rydell Poepon,69, A,184, Right,0, 77, 68, 52, 66, 54, 59, , , , , ,
4362,179942, Nieto,66, M,183, Right,1, 81, 59, 60, 72, 49, 58, , , , , ,
4363,179944, David Luiz,82, D,189, Right,1, 79, 64, 70, 66, 82, 79, , , , , ,
4364,179947, Edgar,73, A,191, Right,1, 67, 70, 62, 68, 53, 74, , , , , ,
4365,179952, Claudio Coralli,72, A,178, Right,1, 71, 68, 54, 62, 62, 77, , , , , ,
4366,179954, Thomas Kraft,73, GK,185, Right,1, , , , , , , 76, 70, 65, 81, 56,67.0
4367,179955, Frank Feltscher,57, A,180, Right,0, 72, 56, 56, 59, 50, 49, , , , , ,
4368,179960, Ben Sahar,71, A,180, Right,1, 81, 68, 52, 75, 44, 62, , , , , ,
4369,179972, Eren Derdiyok,79, A,191, Right,0, 74, 74, 69, 75, 55, 77, , , , , ,
4370,179973, Michel Morganella,64, D,183, Right,0, 65, 41, 60, 57, 68, 60, , , , , ,
4371,179982, Cabral,65, M,178, Left,0, 73, 48, 58, 60, 67, 71, , , , , ,
4372,179984, Frédéric Frans,62, D,193, Right,1, 53, 39, 52, 41, 70, 60, , , , , ,
4373,180172, Maykel Galindo,61, A,178, Right,0, 69, 60, 46, 64, 45, 54, , , , , ,
4374,180174, Björn Kopplin,65, D,184, Right,0, 79, 38, 60, 64, 66, 65, , , , , ,
4375,180175, Alexandre Pato,85, A,179, Right,1, 87, 82, 67, 85, 53, 80, , , , , ,
4376,180178, Fred,66, M,173, Right,0, 69, 63, 62, 66, 51, 59, , , , , ,
4377,180183, Pat Flynn,56, D,188, Right,0, 59, 41, 51, 45, 61, 64, , , , , ,
4378,180206, Miralem Pjanić,79, M,180, Right,0, 78, 75, 79, 80, 63, 61, , , , , ,
4379,180216, Séamus Coleman,76, M,178, Right,0, 83, 58, 72, 76, 73, 65, , , , , ,
4380,180228, David Braz,73, D,187, Right,0, 70, 53, 56, 65, 74, 64, , , , , ,
4381,180255, Christian Brüls,69, M,179, Right,0, 71, 66, 66, 72, 51, 52, , , , , ,
4382,180267, Ha Tae Gyun,60, A,187, Right,0, 61, 57, 45, 60, 50, 68, , , , , ,
4383,180268, Han Dong Won,64, M,178, Right,0, 66, 56, 62, 66, 49, 50, , , , , ,
4384,180271, Cho Jae Yong,53, D,183, Right,0, 73, 45, 43, 47, 55, 61, , , , , ,
4385,180278, Eninho,73, A,175, Right,1, 89, 74, 62, 72, 58, 67, , , , , ,
4386,180279, Kim Hyung Il,67, D,187, Right,0, 53, 46, 43, 34, 71, 73, , , , , ,
4387,180281, Fernandinho,75, A,171, Left,1, 87, 75, 64, 84, 59, 58, , , , , ,
4388,180283, Sung-Yueng Ki,74, M,188, Right,1, 65, 72, 78, 71, 67, 60, , , , , ,
4389,180284, Kim Dong Suk,62, M,171, Right,0, 67, 59, 61, 66, 33, 40, , , , , ,
4390,180285, Kim Min Oh,57, M,183, Right,0, 59, 54, 55, 57, 59, 67, , , , , ,
4391,180287, Dejan Damjanović,74, A,187, Right,1, 80, 72, 66, 72, 59, 76, , , , , ,
4392,180289, Stevica Ristić,70, A,188, Right,0, 65, 70, 50, 63, 55, 71, , , , , ,
4393,180293, Park Won Jae,64, M,176, Left,1, 76, 44, 61, 62, 66, 50, , , , , ,
4394,1803, Javier Saviola,81, A,169, Right,1, 86, 76, 70, 86, 42, 68, , , , , ,
4395,180316, Abdul-Yakini Iddi,61, M,174, Left,1, 69, 54, 60, 73, 48, 56, , , , , ,
4396,180334, Marcelo,73, D,191, Right,1, 70, 47, 39, 63, 78, 67, , , , , ,
4397,180339, Nils Schouterden,65, A,177, Left,0, 80, 60, 66, 65, 55, 59, , , , , ,
4398,180342, Marcos Aurélio,75, A,168, Right,0, 85, 71, 72, 76, 57, 69, , , , , ,
4399,180352, Ronan Finn,60, M,184, Right,0, 74, 56, 60, 59, 53, 61, , , , , ,
4400,180353, Derek Doyle,60, M,183, Left,0, 73, 55, 58, 58, 48, 64, , , , , ,
4401,180357, Evan McMillan,58, D,191, Right,0, 55, 34, 42, 25, 64, 65, , , , , ,
4402,180382, Aidan Price,59, D,191, Left,0, 54, 31, 41, 27, 66, 67, , , , , ,
4403,180384, Stephen Brennan,53, D,179, Right,0, 58, 28, 48, 28, 51, 54, , , , , ,
4404,180405, Lulinha,70, M,170, Right,1, 84, 61, 63, 77, 49, 50, , , , , ,
4405,180407, Moses Lamidi,66, A,177, Right,1, 82, 63, 51, 73, 41, 48, , , , , ,
4406,180408, Kevin Schindler,65, A,191, Left,0, 68, 67, 64, 63, 54, 62, , , , , ,
4407,180432, Hernanes,84, M,180, Right,1, 69, 81, 82, 84, 70, 65, , , , , ,
4408,180433, Tobias Levels,69, D,186, Right,0, 67, 52, 62, 63, 72, 65, , , , , ,
4409,180455, Bobby Burling,63, D,196, Right,1, 36, 42, 46, 45, 67, 68, , , , , ,
4410,180575, Emerson,75, A,171, Right,0, 73, 70, 63, 76, 48, 72, , , , , ,
4411,180588, Daniel Woolard,59, D,178, Left,0, 64, 48, 50, 52, 62, 57, , , , , ,
4412,180591, Ty Harden,59, D,185, Right,0, 43, 27, 46, 46, 65, 59, , , , , ,
4413,180593, Iriome,62, A,186, Right,0, 74, 52, 56, 69, 47, 63, , , , , ,
4414,180613, Conor Powell,58, D,180, Left,0, 71, 41, 54, 58, 57, 55, , , , , ,
4415,180614, Mark Rossiter,58, D,181, Right,0, 64, 47, 58, 47, 61, 61, , , , , ,
4416,180635, Tommy Elphick,65, D,187, Right,0, 62, 38, 49, 46, 67, 71, , , , , ,
4417,180695, Lima,76, A,179, Right,0, 76, 77, 59, 79, 59, 72, , , , , ,
4418,180700, Kosuke Kimura,65, D,175, Right,0, 76, 53, 60, 66, 63, 53, , , , , ,
4419,180702, Éverton,69, M,172, Left,0, 79, 58, 60, 78, 54, 60, , , , , ,
4420,180706, Craig Cathcart,71, D,188, Right,1, 68, 32, 54, 50, 72, 80, , , , , ,
4421,180708, Kyle Reynish,60, GK,191, Right,1, , , , , , , 61, 64, 69, 57, 41,63.0
4422,180714, Guilherme,77, GK,197, Right,0, , , , , , , 83, 69, 74, 79, 68,76.0
4423,180716, Rhodolfo,74, D,193, Right,1, 61, 55, 59, 55, 77, 67, , , , , ,
4424,180721, Massimo Murdocca,60, M,165, Right,0, 67, 44, 57, 59, 48, 38, , , , , ,
4425,180724, Gustavo Lazzaretti,70, D,186, Right,0, 65, 51, 49, 45, 74, 68, , , , , ,
4426,180728, Saša Ognenovski,71, D,195, Right,1, 57, 58, 49, 36, 76, 74, , , , , ,
4427,180729, Michael Theoklitos,68, GK,186, Right,0, , , , , , , 66, 67, 70, 71, 45,68.0
